Datetime,UV,IRTemp,Water_Pressure,Water_Level
2020-10-15 15:30,343.298,0.0,0.0,0.0
2020-10-16 14:30,375.126,0.0,0.0,0.0
2020-10-16 15:00,366.69,0.0,0.0,0.0
2020-10-16 15:30,357.486,0.0,0.0,0.0
2020-10-16 16:00,348.667,0.0,0.0,0.0
2020-10-16 16:30,344.448,0.0,0.0,0.0
2020-10-16 17:00,310.32,0.0,0.0,0.0
2020-10-16 17:30,308.978,0.0,0.0,0.0
2020-10-16 18:00,307.636,0.0,0.0,0.0
2020-10-16 18:30,307.636,0.0,0.0,0.0
2020-10-16 19:00,307.636,0.0,0.0,0.0
2020-10-16 19:30,308.019,0.0,0.0,0.0
2020-10-16 20:00,307.636,0.0,0.0,0.0
2020-10-16 20:30,308.019,0.0,0.0,0.0
2020-10-16 21:00,308.019,0.0,0.0,0.0
2020-10-16 21:30,308.019,0.0,0.0,0.0
2020-10-16 22:00,308.403,0.0,0.0,0.0
2020-10-16 22:30,308.786,0.0,0.0,0.0
2020-10-16 23:00,308.786,0.0,0.0,0.0
2020-10-16 23:30,309.169,0.0,0.0,0.0
2020-10-17 00:00,309.553,0.0,0.0,0.0
2020-10-17 00:30,309.553,0.0,0.0,0.0
2020-10-17 01:00,309.553,0.0,0.0,0.0
2020-10-17 01:30,309.936,0.0,0.0,0.0
2020-10-17 02:00,309.936,0.0,0.0,0.0
2020-10-17 02:30,309.936,0.0,0.0,0.0
2020-10-17 03:00,309.936,0.0,0.0,0.0
2020-10-17 03:30,310.32,0.0,0.0,0.0
2020-10-17 04:00,310.32,0.0,0.0,0.0
2020-10-17 04:30,310.32,0.0,0.0,0.0
2020-10-17 05:00,310.32,0.0,0.0,0.0
2020-10-17 05:30,310.32,0.0,0.0,0.0
2020-10-17 06:00,310.703,0.0,0.0,0.0
2020-10-17 06:30,311.47,0.0,0.0,0.0
2020-10-17 07:00,314.921,0.0,0.0,0.0
2020-10-17 07:30,323.166,0.0,0.0,0.0
2020-10-17 08:00,330.068,0.0,0.0,0.0
2020-10-17 08:30,331.794,0.0,0.0,0.0
2020-10-17 09:00,339.655,0.0,0.0,0.0
2020-10-17 09:30,350.584,0.0,0.0,0.0
2020-10-17 10:00,368.415,0.0,0.0,0.0
2020-10-17 10:30,380.303,0.0,0.0,0.0
2020-10-17 11:00,388.164,0.0,0.0,0.0
2020-10-17 11:30,392.957,0.0,0.0,0.0
2020-10-17 12:00,395.641,0.0,0.0,0.0
2020-10-17 12:30,394.299,0.0,0.0,0.0
2020-10-17 13:00,391.998,0.0,0.0,0.0
2020-10-17 13:30,387.397,0.0,0.0,0.0
2020-10-17 14:00,381.645,0.0,0.0,0.0
2020-10-17 14:30,374.742,0.0,0.0,0.0
