Datetime,Ice_Temp
2020-10-15 15:14,20.224
2020-10-15 15:30,29.045
2020-10-16 14:17,23.583
2020-10-16 14:30,23.191
2020-10-16 15:00,20.069
2020-10-16 15:30,19.454
2020-10-16 16:00,19.819
2020-10-16 16:30,19.684
2020-10-16 17:00,16.666
2020-10-16 17:30,15.998
2020-10-16 18:00,15.586
2020-10-16 18:30,15.478
2020-10-16 19:00,15.289
2020-10-16 19:30,14.73
2020-10-16 20:00,14.709
2020-10-16 20:30,14.622
2020-10-16 21:00,14.311
2020-10-16 21:30,13.954
2020-10-16 22:00,11.076
2020-10-16 22:30,11.622
2020-10-16 23:00,9.473
2020-10-16 23:30,10.544
2020-10-17 00:00,7.911
2020-10-17 00:30,8.921
2020-10-17 01:00,6.626
2020-10-17 01:30,7.076
2020-10-17 02:00,6.673
2020-10-17 02:30,5.973
2020-10-17 03:00,5.744
2020-10-17 03:30,6.948
2020-10-17 04:00,5.926
2020-10-17 04:30,5.475
2020-10-17 05:00,5.314
2020-10-17 05:30,4.197
2020-10-17 06:00,3.411
2020-10-19 11:23,-168.327
2020-10-19 11:23,76.574
2020-10-19 22:24,-192.927
2020-10-19 22:24,-13.725
2020-10-19 22:24,-189.619
2020-10-19 22:24,-242.02
2020-10-19 22:24,-143.834
2020-10-19 22:24,-85.647
2020-10-19 22:24,-170.472
2020-10-19 22:24,-192.834
2020-10-19 22:24,-191.01
2020-10-19 22:24,-192.46
2020-10-19 22:24,-141.04
2020-10-19 22:24,-192.927
2020-10-19 22:24,12.913
2020-10-19 22:24,-241.459
2020-10-19 22:24,-192.834
2020-10-19 22:24,-242.02
2020-10-19 22:24,52.546
2020-10-19 22:24,-71.841
2020-10-19 22:24,-62.308
2020-10-19 22:24,-192.46
2020-10-19 22:24,-241.927
2020-10-19 22:24,-60.195
2020-10-20 09:25,-241.553
2020-10-20 09:25,-192.927
2020-10-20 09:25,-192.927
2020-10-20 09:25,-33.765
2020-10-20 09:25,-89.589
2020-10-20 09:25,-242.02
2020-10-20 09:25,-143.834
2020-10-20 09:25,-80.407
2020-10-20 09:25,28.338
2020-10-20 09:25,-186.401
2020-10-20 09:25,4.438
2020-10-20 09:25,-242.02
2020-10-20 09:25,-82.865
2020-10-20 09:25,-192.834
2020-10-20 09:25,-241.787
2020-10-20 09:25,2.939
2020-10-20 09:25,-192.927
2020-10-20 09:25,39.397
2020-10-20 09:25,-170.472
2020-10-20 09:25,-170.285
2020-10-20 09:25,-167.522
2020-10-20 09:25,-133.504
2020-10-20 20:26,-141.902
2020-10-20 20:26,-167.323
2020-10-20 20:26,-192.927
2020-10-20 20:26,-141.04
2020-10-20 20:26,-191.329
2020-10-20 20:26,-242.02
2020-10-20 20:26,-192.927
2020-10-20 20:26,-190.133
2020-10-20 20:26,-100.157
2020-10-20 20:26,-141.133
2020-10-20 20:26,-100.671
2020-10-20 20:26,-85.179
2020-10-20 20:26,-118.835
2020-10-20 20:26,-190.226
2020-10-20 20:26,-89.918
2020-10-20 20:26,-146.46
2020-10-20 20:26,-192.834
2020-10-20 20:26,-192.927
2020-10-20 20:26,-241.553
2020-10-20 20:26,-190.226
2020-10-20 20:26,-115.529
2020-10-20 20:26,-94.983
2020-10-20 20:26,-241.927
2020-10-20 20:26,-192.834
2020-10-21 08:26,40.29
2020-10-21 08:26,-109.066
2020-10-21 08:26,-241.833
2020-10-21 08:26,-12.089
2020-10-21 08:26,26.758
2020-10-21 08:26,-139.011
2020-10-21 08:26,-190.833
2020-10-21 08:26,-190.133
2020-10-21 08:26,-189.619
2020-10-21 08:26,-190.476
2020-10-21 08:26,-242.02
2020-10-21 08:26,-139.808
2020-10-21 08:26,-190.855
2020-10-21 08:26,-131.951
2020-10-21 08:26,-190.242
2020-10-21 08:26,-190.133
2020-10-21 08:26,-241.272
2020-10-21 08:26,-36.28
2020-10-21 08:26,-48.082
2020-10-21 08:26,-242.02
2020-10-21 08:26,-29.747
2020-10-21 08:26,-241.88
2020-10-21 08:26,-189.986
2020-10-21 08:26,-204.723
2020-10-21 08:26,-190.226
2020-10-21 08:26,-240.521
2020-10-21 08:26,-60.95
2020-10-21 08:26,-188.54
2020-10-21 08:26,-242.02
2020-10-21 08:26,-242.02
2020-10-21 08:26,-190.226
2020-10-21 08:26,-216.615
2020-10-21 08:26,-241.553
2020-10-21 08:26,-164.622
2020-10-21 08:26,-190.226
2020-10-21 08:26,-241.459
2020-10-21 20:27,-164.821
2020-10-21 20:27,-139.478
2020-10-21 20:27,-0.856
2020-10-21 20:27,-62.072
2020-10-21 20:27,-216.516
2020-10-21 20:27,-216.521
2020-10-21 20:27,-242.02
2020-10-21 20:27,-164.821
2020-10-21 20:27,-137.609
2020-10-21 20:27,-241.927
2020-10-21 20:27,-89.137
2020-10-21 20:27,-241.833
2020-10-21 20:27,-190.74
2020-10-21 20:27,37.643
2020-10-21 20:27,-152.199
2020-10-21 20:27,-190.226
2020-10-21 20:27,-80.071
2020-10-21 20:27,-190.086
2020-10-21 20:27,-26.868
2020-10-21 20:27,-113.277
2020-10-21 20:27,-242.02
2020-10-21 20:27,-113.142
2020-10-22 08:28,-205.04
2020-10-22 08:28,-38.112
2020-10-22 08:28,-191.164
2020-10-22 08:28,-85.08
2020-10-22 08:28,-190.476
2020-10-22 08:28,-139.196
2020-10-22 08:28,-190.382
2020-10-22 08:28,-190.833
2020-10-22 08:28,-139.539
2020-10-22 08:28,-78.573
2020-10-22 08:28,-190.382
2020-10-22 08:28,-190.995
2020-10-22 08:28,-164.891
2020-10-22 08:28,-190.382
2020-10-22 08:28,-216.721
2020-10-22 08:28,-26.511
2020-10-22 08:28,-139.445
2020-10-22 08:28,-204.947
2020-10-22 08:28,-190.476
2020-10-22 08:28,-242.02
2020-10-22 08:28,-48.815
2020-10-22 08:28,-190.476
2020-10-22 15:30,14.669
2020-10-22 16:00,14.123
2020-10-22 16:30,14.939
2020-10-22 17:00,12.235
2020-10-22 17:30,11.75
2020-10-22 18:00,11.177
2020-10-22 18:30,11.325
2020-10-22 19:00,10.988
2020-10-22 19:30,10.847
2020-10-22 20:00,10.894
2020-10-22 20:30,10.261
2020-10-22 21:00,10.409
2020-10-22 21:30,10.651
2020-10-22 22:00,7.433
2020-10-22 22:30,6.76
2020-10-22 23:00,7.763
2020-10-22 23:30,7.238
2020-10-23 00:00,5.099
2020-10-23 00:30,5.556
2020-10-23 01:00,5.246
2020-10-23 01:30,5.146
2020-10-23 02:00,4.998
2020-10-23 02:30,3.996
2020-10-23 03:00,5.307
2020-10-23 03:30,3.391
2020-10-23 04:00,2.94
2020-10-23 04:30,3.337
2020-10-23 05:00,2.114
2020-10-23 05:30,1.428
2020-10-23 06:00,2.792
2020-10-23 06:30,0.763
2020-10-23 07:00,1.133
2020-10-23 07:30,9.789
2020-10-23 08:00,11.137
2020-10-23 08:30,13.03
2020-10-23 09:00,13.603
2020-10-23 09:30,12.046
2020-10-23 10:00,15.067
2020-10-23 10:30,11.386
2020-10-23 11:00,12.424
2020-10-23 11:30,12.693
2020-10-23 12:00,11.965
2020-10-23 12:30,11.992
2020-10-23 13:00,12.43
2020-10-23 13:30,12.006
2020-10-23 14:00,11.312
2020-10-23 14:30,11.649
2020-10-23 15:00,11.864
