Datetime,Wind_Direction,Wind_SpeedAvg,Wind_SpeedMax,Temp,Humidity,Pressure
20-11-22 Nov:11,225.0,2.235,3.576,0.56,23.0,632.8
20-11-22 Nov:11,270.0,2.235,3.129,0.56,23.0,632.8
20-11-22 Nov:11,225.0,1.788,4.47,0.56,24.0,632.8
20-11-22 Nov:11,270.0,0.447,2.235,0.56,23.0,632.7
20-11-22 Nov:11,270.0,0.894,3.576,1.11,23.0,632.7
20-11-22 Nov:11,270.0,0.447,3.576,1.11,22.0,632.7
20-11-22 Nov:11,0.0,0.0,1.341,1.11,22.0,632.8
20-11-22 Nov:11,45.0,0.894,3.129,1.11,21.0,632.8
20-11-22 Nov:11,45.0,0.894,2.235,1.11,21.0,632.8
20-11-22 Nov:11,45.0,0.894,1.788,0.56,20.0,632.8
20-11-22 Nov:11,45.0,0.894,2.235,0.56,20.0,632.8
20-11-22 Nov:11,45.0,0.0,0.894,0.56,20.0,632.8
20-11-22 Nov:11,0.0,0.0,0.447,0.56,20.0,632.7
20-11-22 Nov:11,270.0,0.0,0.894,0.56,20.0,632.7
20-11-22 Nov:11,180.0,0.0,0.894,0.56,19.0,632.6
20-11-22 Nov:11,225.0,0.0,0.447,0.56,19.0,632.7
20-11-22 Nov:11,225.0,0.0,0.447,0.56,19.0,632.7
20-11-22 Nov:11,270.0,0.0,0.447,0.56,19.0,632.7
20-11-22 Nov:11,270.0,0.0,0.0,0.56,19.0,632.7
20-11-22 Nov:11,270.0,0.0,0.447,1.11,19.0,632.7
20-11-22 Nov:11,180.0,0.447,0.894,1.11,18.0,632.7
20-11-23 Nov:11,180.0,0.447,0.894,1.11,18.0,632.7
20-11-23 Nov:11,180.0,0.447,0.894,1.11,19.0,632.6
20-11-23 Nov:11,180.0,0.0,0.894,1.11,18.0,632.6
20-11-23 Nov:11,180.0,0.447,0.894,1.11,18.0,632.5
20-11-23 Nov:11,180.0,0.894,1.341,1.11,18.0,632.5
20-11-23 Nov:11,225.0,0.0,0.894,1.11,19.0,632.5
20-11-23 Nov:11,180.0,0.447,1.341,0.56,19.0,632.5
20-11-23 Nov:11,225.0,0.447,0.894,0.56,19.0,632.4
20-11-23 Nov:11,270.0,0.0,0.894,0.56,19.0,632.4
20-11-23 Nov:11,315.0,0.0,0.894,1.11,18.0,632.3
20-11-23 Nov:11,315.0,0.0,0.447,1.11,18.0,632.3
20-11-23 Nov:11,315.0,0.0,0.447,1.11,18.0,632.2
20-11-23 Nov:11,315.0,0.0,0.0,1.67,18.0,632.3
20-11-23 Nov:11,45.0,0.447,1.788,1.67,18.0,632.2
20-11-23 Nov:11,45.0,0.0,0.894,1.67,18.0,632.2
20-11-23 Nov:11,45.0,0.0,0.447,1.11,18.0,632.2
20-11-23 Nov:11,45.0,0.0,0.447,1.11,18.0,632.2
20-11-23 Nov:11,0.0,0.447,0.894,1.11,18.0,632.1
20-11-23 Nov:11,0.0,0.0,0.894,1.11,18.0,632.1
20-11-23 Nov:11,0.0,0.0,0.894,0.56,18.0,632.1
20-11-23 Nov:11,45.0,0.447,0.894,0.56,18.0,632.1
20-11-23 Nov:11,45.0,0.447,0.894,0.56,18.0,632.1
20-11-23 Nov:11,0.0,0.0,0.894,0.56,18.0,632.0
20-11-23 Nov:11,315.0,0.0,0.894,0.56,19.0,632.0
20-11-23 Nov:11,315.0,0.0,0.447,0.0,18.0,631.9
20-11-23 Nov:11,315.0,0.0,0.0,0.56,18.0,631.9
20-11-23 Nov:11,315.0,0.0,0.0,0.56,18.0,631.9
20-11-23 Nov:11,0.0,0.0,0.447,0.56,18.0,632.0
20-11-23 Nov:11,0.0,0.0,0.894,0.0,18.0,632.0
20-11-23 Nov:11,0.0,0.0,0.447,0.0,18.0,632.0
20-11-23 Nov:11,0.0,0.0,0.0,0.0,18.0,631.9
20-11-23 Nov:11,270.0,0.0,0.447,0.0,18.0,631.8
20-11-23 Nov:11,270.0,0.0,0.447,-0.56,19.0,631.8
20-11-23 Nov:11,270.0,0.0,0.447,-0.56,19.0,631.9
20-11-23 Nov:11,270.0,0.447,0.894,-0.56,19.0,631.8
20-11-23 Nov:11,225.0,0.894,1.341,-0.56,19.0,631.7
20-11-23 Nov:11,180.0,0.894,1.341,-0.56,20.0,631.7
20-11-23 Nov:11,180.0,0.894,1.788,-0.56,20.0,631.7
20-11-23 Nov:11,225.0,0.894,1.788,-1.11,20.0,631.7
20-11-23 Nov:11,225.0,0.894,1.341,-1.11,20.0,631.7
20-11-23 Nov:11,225.0,0.894,1.788,-1.11,20.0,631.7
20-11-23 Nov:11,225.0,0.894,1.788,-1.11,20.0,631.6
20-11-23 Nov:11,180.0,0.0,0.894,-0.56,20.0,631.6
20-11-23 Nov:11,45.0,0.894,0.894,-0.56,20.0,631.5
20-11-23 Nov:11,45.0,0.0,0.894,-0.56,20.0,631.5
20-11-23 Nov:11,45.0,0.447,0.894,-0.56,20.0,631.5
20-11-23 Nov:11,45.0,0.0,0.894,-0.56,20.0,631.6
20-11-23 Nov:11,45.0,0.447,0.894,-0.56,20.0,631.6
20-11-23 Nov:11,0.0,0.0,0.894,-0.56,20.0,631.6
20-11-23 Nov:11,315.0,0.0,0.0,-0.56,19.0,631.6
20-11-23 Nov:11,315.0,0.0,0.447,-0.56,19.0,631.6
20-11-23 Nov:11,315.0,0.0,0.447,-0.56,19.0,631.5
20-11-23 Nov:11,270.0,0.0,0.447,-0.56,20.0,631.5
20-11-23 Nov:11,270.0,0.0,0.447,-0.56,19.0,631.5
20-11-23 Nov:11,270.0,0.0,0.447,-0.56,20.0,631.5
20-11-23 Nov:11,180.0,0.0,0.894,-0.56,19.0,631.5
20-11-23 Nov:11,270.0,0.0,0.0,-0.56,19.0,631.5
20-11-23 Nov:11,45.0,0.0,0.447,-0.56,19.0,631.5
20-11-23 Nov:11,45.0,0.0,0.0,-0.56,19.0,631.5
20-11-23 Nov:11,0.0,0.0,0.447,-0.56,19.0,631.5
20-11-23 Nov:11,315.0,0.0,0.447,-0.56,19.0,631.5
20-11-23 Nov:11,315.0,0.0,0.447,-0.56,19.0,631.4
20-11-23 Nov:11,315.0,0.0,0.0,0.0,19.0,631.4
20-11-23 Nov:11,0.0,0.0,0.447,0.0,19.0,631.4
20-11-23 Nov:11,45.0,0.0,0.894,0.0,19.0,631.4
20-11-23 Nov:11,45.0,0.447,0.894,-0.56,19.0,631.5
20-11-23 Nov:11,0.0,0.0,0.894,-0.56,20.0,631.5
20-11-23 Nov:11,0.0,0.0,0.0,-0.56,20.0,631.4
20-11-23 Nov:11,315.0,0.0,0.447,-0.56,20.0,631.4
20-11-23 Nov:11,0.0,0.0,0.447,-0.56,19.0,631.4
20-11-23 Nov:11,45.0,0.0,0.894,-0.56,19.0,631.5
20-11-23 Nov:11,45.0,0.447,0.894,-0.56,20.0,631.5
20-11-23 Nov:11,45.0,0.0,0.894,-1.11,20.0,631.5
20-11-23 Nov:11,45.0,0.0,0.447,-1.11,20.0,631.5
20-11-23 Nov:11,270.0,0.447,0.894,-1.11,20.0,631.5
20-11-23 Nov:11,270.0,0.447,0.894,-1.11,21.0,631.4
20-11-23 Nov:11,270.0,0.0,0.894,-1.67,21.0,631.4
20-11-23 Nov:11,180.0,0.447,0.894,-1.67,21.0,631.5
20-11-23 Nov:11,270.0,0.0,0.894,-1.67,21.0,631.5
20-11-23 Nov:11,225.0,0.447,0.894,-1.67,21.0,631.5
20-11-23 Nov:11,180.0,0.447,0.894,-1.67,21.0,631.5
20-11-23 Nov:11,180.0,0.447,0.894,-1.67,21.0,631.5
20-11-23 Nov:11,180.0,0.894,0.894,-1.67,21.0,631.5
20-11-23 Nov:11,225.0,0.0,0.894,-1.67,21.0,631.6
20-11-23 Nov:11,270.0,0.0,0.894,-1.11,21.0,631.7
20-11-23 Nov:11,315.0,0.447,0.894,-1.11,21.0,631.7
20-11-23 Nov:11,0.0,0.447,0.894,-1.11,21.0,631.7
20-11-23 Nov:11,45.0,0.447,0.894,-0.56,21.0,631.8
20-11-23 Nov:11,45.0,0.0,0.894,-0.56,21.0,631.8
20-11-23 Nov:11,0.0,0.447,0.894,0.0,20.0,631.9
20-11-23 Nov:11,0.0,0.447,0.894,0.0,20.0,632.0
20-11-23 Nov:11,0.0,0.0,0.894,0.56,20.0,632.2
20-11-23 Nov:11,0.0,0.0,0.447,0.56,20.0,632.4
20-11-23 Nov:11,0.0,0.0,0.447,1.11,20.0,632.3
20-11-23 Nov:11,45.0,0.0,0.894,1.11,20.0,632.4
20-11-23 Nov:11,45.0,0.0,0.447,1.67,20.0,632.5
20-11-23 Nov:11,45.0,0.0,0.447,1.67,19.0,632.5
20-11-23 Nov:11,0.0,0.0,0.447,2.78,19.0,632.5
20-11-23 Nov:11,0.0,0.447,0.894,3.33,19.0,632.5
20-11-23 Nov:11,0.0,0.0,0.894,3.89,19.0,632.5
20-11-23 Nov:11,0.0,0.0,0.447,4.44,18.0,632.5
20-11-23 Nov:11,0.0,0.0,0.447,5.0,18.0,632.6
20-11-23 Nov:11,0.0,0.447,0.894,5.0,18.0,632.6
20-11-23 Nov:11,45.0,0.894,2.235,5.0,18.0,632.7
20-11-23 Nov:11,45.0,0.894,1.788,5.0,18.0,632.7
20-11-23 Nov:11,0.0,0.894,1.788,5.56,18.0,632.7
20-11-23 Nov:11,0.0,1.341,2.235,5.56,18.0,632.8
20-11-23 Nov:11,45.0,1.341,2.235,6.11,18.0,632.8
20-11-23 Nov:11,0.0,1.341,2.235,6.11,18.0,632.8
20-11-23 Nov:11,0.0,0.894,2.235,8.33,17.0,632.8
20-11-23 Nov:11,0.0,0.894,1.341,11.11,16.0,632.7
20-11-23 Nov:11,0.0,0.894,1.788,13.89,15.0,632.8
20-11-23 Nov:11,0.0,0.894,1.788,16.67,14.0,632.7
20-11-23 Nov:11,0.0,0.447,1.788,17.78,13.0,632.7
20-11-23 Nov:11,0.0,0.894,1.341,18.33,12.0,632.7
20-11-23 Nov:11,0.0,0.894,1.788,17.78,12.0,632.8
20-11-23 Nov:11,0.0,0.894,2.235,17.78,12.0,632.7
20-11-23 Nov:11,0.0,0.894,2.235,18.33,12.0,632.7
20-11-23 Nov:11,45.0,0.894,3.576,20.0,11.0,632.6
20-11-23 Nov:11,0.0,0.0,3.576,20.0,10.0,632.5
20-11-23 Nov:11,0.0,0.0,2.682,20.0,11.0,632.5
20-11-23 Nov:11,0.0,0.894,2.235,20.56,10.0,632.4
20-11-23 Nov:11,0.0,1.341,2.235,20.0,10.0,632.4
20-11-23 Nov:11,45.0,1.788,2.682,17.78,10.0,632.4
20-11-23 Nov:11,0.0,1.341,3.129,15.56,11.0,632.4
20-11-23 Nov:11,45.0,1.788,2.682,13.33,11.0,632.4
20-11-23 Nov:11,45.0,2.235,4.47,12.22,12.0,632.4
20-11-23 Nov:11,45.0,2.235,4.47,11.11,12.0,632.4
20-11-23 Nov:11,0.0,0.894,3.576,10.56,13.0,632.3
20-11-23 Nov:11,45.0,1.341,3.576,11.11,13.0,632.2
20-11-23 Nov:11,0.0,1.341,3.576,11.67,13.0,632.1
20-11-23 Nov:11,0.0,1.341,4.023,11.11,13.0,632.1
20-11-23 Nov:11,45.0,0.894,3.576,10.56,13.0,632.0
20-11-23 Nov:11,45.0,2.235,3.576,10.56,13.0,632.1
20-11-23 Nov:11,0.0,0.894,4.47,9.44,14.0,631.9
20-11-23 Nov:11,0.0,2.235,3.129,8.89,14.0,631.9
20-11-23 Nov:11,0.0,1.341,2.235,8.33,15.0,632.0
20-11-23 Nov:11,0.0,1.341,3.129,7.78,15.0,631.9
20-11-23 Nov:11,45.0,1.788,2.682,7.78,15.0,631.9
20-11-23 Nov:11,45.0,0.894,2.235,7.78,15.0,631.9
20-11-23 Nov:11,45.0,1.341,2.235,7.78,15.0,631.9
20-11-23 Nov:11,90.0,0.894,2.235,7.22,15.0,631.8
20-11-23 Nov:11,0.0,0.894,3.576,7.22,15.0,631.8
20-11-23 Nov:11,45.0,0.447,3.129,6.67,16.0,631.8
20-11-23 Nov:11,0.0,0.447,2.235,7.22,16.0,631.6
20-11-23 Nov:11,45.0,0.894,2.235,8.33,15.0,631.5
20-11-23 Nov:11,0.0,0.447,2.235,8.89,15.0,631.5
20-11-23 Nov:11,45.0,0.447,2.235,9.44,15.0,631.4
20-11-23 Nov:11,45.0,0.447,2.235,9.44,15.0,631.3
20-11-23 Nov:11,0.0,0.0,2.235,10.0,15.0,631.3
20-11-23 Nov:11,45.0,0.894,2.682,11.11,14.0,631.3
20-11-23 Nov:11,0.0,2.235,2.682,10.56,14.0,631.2
20-11-23 Nov:11,0.0,1.788,3.576,10.0,14.0,631.1
20-11-23 Nov:11,0.0,1.788,3.576,10.56,14.0,631.1
20-11-23 Nov:11,45.0,0.894,4.023,11.11,14.0,631.1
20-11-23 Nov:11,0.0,1.788,4.47,12.22,13.0,630.9
20-11-23 Nov:11,45.0,2.235,4.023,13.33,13.0,631.0
20-11-23 Nov:11,45.0,2.235,3.576,13.33,13.0,631.0
20-11-23 Nov:11,0.0,2.235,4.47,12.22,13.0,630.9
20-11-23 Nov:11,45.0,1.788,4.47,12.22,13.0,630.9
20-11-23 Nov:11,0.0,1.788,4.47,11.67,13.0,630.9
20-11-22 Nov:11,45.0,0.894,2.235,0.0,28.0,630.9
20-11-22 Nov:11,0.0,2.235,3.576,0.56,27.0,630.9
20-11-22 Nov:11,0.0,3.129,4.47,0.0,27.0,630.9
20-11-22 Nov:11,45.0,1.788,4.47,0.56,28.0,630.8
20-11-22 Nov:11,0.0,1.341,4.47,1.67,26.0,630.7
20-11-22 Nov:11,45.0,2.235,4.47,1.67,24.0,630.8
2020-11-23 14:15:08.927025,0.0,3.576,4.917,1.11,33.0,630.7
2020-11-23 14:20:07.380707,0.0,2.235,4.023,1.11,39.0,630.5
2020-11-23 14:21,45.0,2.235,3.576,1.11,35.0,630.5
2020-11-23 14:25,45.0,3.129,4.47,3.33,32.0,630.5
2020-11-23 14:30,45.0,2.682,4.917,1.67,33.0,630.6
2020-11-23 14:35,45.0,2.235,4.917,-0.56,40.0,630.7
2020-11-23 14:40,0.0,3.576,4.917,-0.56,43.0,630.7
2020-11-22 11:55,0.0,1.341,3.576,-0.56,36.0,630.7
2020-11-22 12:00,45.0,3.129,5.364,-0.56,43.0,630.7
2020-11-22 12:05,0.0,1.788,4.023,-0.56,42.0,630.7
2020-11-22 12:10,45.0,2.682,4.023,0.0,43.0,630.7
2020-11-23 15:05,45.0,2.235,3.576,0.0,45.0,630.7
2020-11-23 15:10,0.0,0.894,3.129,0.0,42.0,630.6
2020-11-23 15:15,45.0,2.235,3.129,0.0,46.0,630.6
2020-11-23 15:20,45.0,2.682,3.576,0.56,46.0,630.5
2020-11-23 15:25,0.0,0.894,1.788,1.11,33.0,630.6
2020-11-23 15:30,45.0,0.894,3.576,0.0,48.0,630.6
2020-11-23 15:35,45.0,1.788,3.576,1.67,43.0,630.5
2020-11-23 15:40,0.0,0.894,3.576,5.0,38.0,630.4
2020-11-23 15:45,45.0,0.894,4.47,8.89,34.0,630.2
2020-11-23 15:50,45.0,2.235,3.576,9.44,33.0,630.3
2020-11-23 15:55,0.0,1.341,3.129,10.0,31.0,630.3
2020-11-23 16:00,45.0,0.894,2.235,10.56,35.0,630.3
2020-11-23 16:05,45.0,1.788,3.576,10.0,30.0,630.3
2020-11-23 16:10,0.0,2.235,3.576,10.0,29.0,630.3
2020-11-23 16:15,0.0,1.341,3.576,9.44,29.0,630.4
2020-11-23 16:25,45.0,1.341,3.576,9.44,28.0,630.4
2020-11-23 16:35,0.0,0.894,2.235,8.89,28.0,630.4
2020-11-23 16:40,0.0,1.341,3.129,9.44,28.0,630.3
2020-11-23 16:45,0.0,1.788,3.129,8.89,28.0,630.4
2020-11-23 16:50,45.0,1.788,2.682,8.89,28.0,630.3
2020-11-23 16:55,0.0,1.788,3.129,8.89,28.0,630.4
2020-11-23 17:00,0.0,1.341,2.682,8.89,28.0,630.4
2020-11-23 17:05,0.0,1.341,2.235,8.89,28.0,630.4
2020-11-23 17:10,45.0,2.235,3.129,8.33,27.0,630.4
2020-11-23 17:15,0.0,1.788,3.576,7.78,27.0,630.5
2020-11-23 17:20,45.0,1.341,2.682,7.78,27.0,630.5
2020-11-23 17:25,45.0,1.341,2.235,7.22,27.0,630.5
2020-11-23 17:30,0.0,1.341,2.235,6.67,27.0,630.5
2020-11-23 17:35,0.0,0.894,1.788,7.22,27.0,630.5
2020-11-23 17:40,0.0,0.447,1.788,7.22,27.0,630.5
2020-11-23 17:45,0.0,0.447,1.341,6.67,27.0,630.5
2020-11-23 17:50,45.0,0.894,0.894,6.67,27.0,630.5
2020-11-23 17:55,0.0,0.447,0.894,6.67,27.0,630.5
2020-11-23 18:00,0.0,0.447,1.341,6.67,27.0,630.5
2020-11-23 18:05,45.0,0.447,1.341,6.11,27.0,630.6
2020-11-23 18:10,0.0,0.447,0.894,6.67,27.0,630.6
2020-11-23 18:15,0.0,0.447,1.341,6.67,27.0,630.6
2020-11-23 18:25,0.0,0.0,0.894,6.67,27.0,630.6
2020-11-23 18:30,0.0,0.0,0.894,7.22,27.0,630.6
2020-11-23 18:35,0.0,0.894,0.894,7.22,27.0,630.6
2020-11-23 18:40,0.0,0.894,1.788,6.67,26.0,630.5
2020-11-23 18:45,45.0,0.894,1.341,6.67,27.0,630.7
2020-11-23 18:50,0.0,0.894,1.788,7.22,27.0,630.7
2020-11-23 18:55,45.0,0.894,2.235,6.67,27.0,630.7
2020-11-23 19:00,0.0,0.894,1.788,6.67,27.0,630.8
2020-11-23 19:05,0.0,0.894,1.788,7.22,27.0,630.7
2020-11-23 19:10,0.0,0.894,1.341,6.67,27.0,630.8
2020-11-23 19:15,45.0,0.894,1.788,6.67,27.0,630.8
2020-11-23 19:20,0.0,0.894,1.788,6.67,27.0,630.8
2020-11-23 19:25,0.0,0.894,1.341,6.67,27.0,630.8
2020-11-23 19:30,0.0,0.894,1.341,6.67,27.0,630.8
2020-11-23 19:35,0.0,0.894,1.788,6.67,26.0,630.8
2020-11-24 12:55,0.0,0.894,2.235,22.78,29.0,631.9
2020-11-27 09:15,45.0,0.894,2.235,-3.89,36.0,644.3
2020-11-27 09:20,0.0,0.894,1.788,-1.11,29.0,644.3
2020-11-27 09:25,0.0,0.894,1.788,0.0,26.0,644.4
2020-11-27 09:30,315.0,0.894,1.341,3.89,21.0,644.3
2020-11-27 09:35,0.0,0.0,0.894,7.22,17.0,644.3
