Datetime,air_temp,RH
2020-11-22 11:50,7.79,18.04
2020-11-22 11:52,7.73,17.47
2020-11-22 11:54,7.56,17.72
2020-11-22 11:56,7.41,17.65
2020-11-22 11:58,7.28,18.35
2020-11-22 12:00,7.13,17.78
2020-11-22 12:02,7.0,17.74
2020-11-22 12:04,6.89,21.96
2020-11-22 12:06,6.79,18.17
2020-11-22 12:08,6.72,18.01
2020-11-22 12:10,6.67,18.01
2020-11-22 12:12,6.55,18.12
2020-11-22 12:14,6.52,18.01
2020-11-22 12:16,6.45,18.01
2020-11-22 12:18,6.4,18.48
2020-11-22 12:20,6.34,18.41
2020-11-22 12:22,6.31,18.39
2020-11-22 12:24,6.22,18.48
2020-11-22 12:26,6.21,18.45
2020-11-22 12:28,6.13,18.65
2020-11-22 12:30,6.1,18.92
2020-11-22 12:32,6.06,19.6
2020-11-22 12:34,6.08,18.93
2020-11-22 12:36,6.01,19.12
2020-11-22 12:38,5.97,19.81
2020-11-22 12:40,5.93,19.34
2020-11-22 12:42,5.92,19.1
2020-11-22 12:44,5.89,19.23
2020-11-22 12:46,5.84,19.29
2020-11-22 12:48,5.82,19.44
2020-11-22 12:50,5.81,19.16
2020-11-22 12:52,5.84,19.19
2020-11-22 12:54,5.83,19.36
2020-11-22 12:56,5.81,18.95
2020-11-22 12:58,5.86,19.57
2020-11-22 13:00,5.86,18.76
2020-11-22 13:02,5.89,19.42
2020-11-22 13:04,5.91,19.26
2020-11-22 13:06,5.95,19.97
2020-11-22 13:08,5.91,19.29
2020-11-22 13:10,5.9,19.72
2020-11-22 13:12,5.86,20.33
2020-11-22 13:14,5.81,20.9
2020-11-22 13:16,5.77,22.91
2020-11-22 13:18,5.7,18.32
2020-11-22 13:20,5.7,14.16
2020-11-22 13:22,5.38,12.26
2020-11-22 13:24,4.75,13.22
2020-11-22 13:26,4.27,14.88
2020-11-22 13:28,4.02,17.18
2020-11-22 13:30,3.91,20.2
2020-11-22 13:32,3.8,21.3
2020-11-22 13:34,3.73,23.32
2020-11-22 13:36,3.7,23.93
2020-11-22 13:38,3.74,23.52
2020-11-22 13:40,3.74,23.95
2020-11-22 13:42,3.85,24.87
2020-11-22 13:44,4.0,24.84
2020-11-22 13:46,4.12,14.3
2020-11-22 13:48,4.0,13.46
2020-11-22 13:50,3.88,13.33
2020-11-22 13:52,3.84,13.15
2020-11-22 13:54,3.75,12.6
2020-11-22 13:56,3.6,12.37
2020-11-22 13:58,3.36,12.68
2020-11-22 14:00,3.14,12.84
2020-11-22 14:02,2.62,14.64
2020-11-22 14:04,1.86,15.45
2020-11-22 14:06,1.23,15.75
2020-11-22 14:08,0.53,14.32
2020-11-22 14:10,0.14,14.5
2020-11-22 14:12,-0.21,14.91
2020-11-22 14:14,-0.46,15.55
2020-11-22 14:16,-0.72,15.1
2020-11-22 14:18,-0.87,15.34
2020-11-22 14:20,-1.01,15.87
2020-11-22 14:22,-1.16,16.31
2020-11-22 14:24,-1.29,15.98
2020-11-22 14:26,-1.39,16.16
2020-11-22 14:28,-1.4,16.13
2020-11-22 14:30,-1.43,16.39
2020-11-22 14:32,-1.44,16.36
2020-11-22 14:34,-1.53,16.23
2020-11-22 14:36,-1.57,16.06
2020-11-22 14:38,-1.6,16.29
2020-11-22 14:40,-1.63,16.04
2020-11-22 14:42,-1.68,16.1
2020-11-22 14:44,-1.65,18.19
2020-11-22 14:46,-1.74,17.9
2020-11-22 14:48,-1.77,16.55
2020-11-22 14:50,-1.73,16.5
2020-11-22 14:52,-1.71,16.19
2020-11-22 14:54,-1.64,17.1
2020-11-22 14:56,-1.59,16.35
2020-11-22 14:58,-1.54,16.56
2020-11-22 15:00,-1.6,15.68
2020-11-22 15:02,-1.9,16.42
2020-11-22 15:04,-2.05,17.11
2020-11-22 15:06,-2.17,16.98
2020-11-22 15:08,-2.36,16.54
2020-11-22 15:10,-2.65,17.62
2020-11-22 15:12,-2.89,16.98
2020-11-22 15:14,-3.04,17.23
2020-11-22 15:16,-3.2,17.35
2020-11-22 15:18,-3.3,18.42
2020-11-22 15:20,-3.42,17.73
2020-11-22 15:22,-3.51,18.52
2020-11-22 15:24,-3.64,18.08
2020-11-22 15:26,-3.72,18.92
2020-11-22 15:28,-3.74,18.65
2020-11-22 15:30,-3.71,19.57
2020-11-22 15:32,-3.74,18.84
2020-11-22 15:34,-3.78,19.08
2020-11-22 15:36,-3.86,19.57
2020-11-22 15:38,-3.91,20.28
2020-11-22 15:40,-3.99,19.94
2020-11-22 15:42,-4.05,21.07
2020-11-22 15:44,-4.1,21.72
2020-11-22 15:46,-4.12,22.0
2020-11-22 15:48,-4.16,21.49
2020-11-22 15:50,-4.17,20.99
2020-11-22 15:52,-4.16,23.05
2020-11-22 15:54,-4.17,22.79
2020-11-22 15:56,-4.15,22.61
2020-11-22 15:58,-4.2,22.83
2020-11-22 16:00,-4.19,25.13
2020-11-22 16:02,-4.16,26.16
2020-11-22 16:04,-4.21,26.16
2020-11-22 16:06,-4.22,26.23
2020-11-22 16:08,-4.25,25.58
2020-11-22 16:10,-4.29,26.62
2020-11-22 16:12,-4.34,26.82
2020-11-22 16:14,-4.32,27.51
2020-11-22 16:16,-4.4,27.77
2020-11-22 16:18,-4.4,27.98
2020-11-22 16:20,-4.44,27.2
2020-11-22 16:22,-4.44,27.26
2020-11-22 16:24,-4.51,27.67
2020-11-22 16:26,-4.51,28.21
2020-11-22 16:28,-4.54,28.07
2020-11-22 16:30,-4.55,27.93
2020-11-22 16:32,-4.54,28.42
2020-11-22 16:34,-4.56,28.0
2020-11-22 16:36,-4.57,28.11
2020-11-22 16:38,-4.59,28.9
2020-11-22 16:40,-4.63,28.32
2020-11-22 16:42,-4.65,28.39
2020-11-22 16:44,-4.68,28.83
2020-11-22 16:46,-4.74,28.65
2020-11-22 16:48,-4.83,28.83
2020-11-22 16:50,-4.86,29.71
2020-11-22 16:52,-4.87,29.77
2020-11-22 16:54,-4.9,29.56
2020-11-22 16:56,-4.94,29.96
2020-11-22 16:58,-4.96,30.29
2020-11-22 17:00,-4.95,30.0
2020-11-22 17:02,-4.98,30.36
2020-11-22 17:04,-4.98,30.46
2020-11-22 17:06,-5.02,30.2
2020-11-22 17:08,-5.07,30.52
2020-11-22 17:10,-5.07,30.6
2020-11-22 17:12,-5.09,30.82
2020-11-22 17:14,-5.12,31.03
2020-11-22 17:16,-5.17,31.46
2020-11-22 17:18,-5.22,31.64
2020-11-22 17:20,-5.22,31.75
2020-11-22 17:22,-5.26,31.86
2020-11-22 17:24,-5.27,32.07
2020-11-22 17:26,-5.25,32.16
2020-11-22 17:28,-5.27,32.12
2020-11-22 17:30,-5.26,32.18
2020-11-22 17:32,-5.27,32.4
2020-11-22 17:34,-5.33,32.46
2020-11-22 17:36,-5.31,32.37
2020-11-22 17:38,-5.3,33.1
2020-11-22 17:40,-5.33,32.29
2020-11-22 17:42,-5.37,32.43
2020-11-22 17:44,-5.37,32.75
2020-11-22 17:46,-5.37,32.54
2020-11-22 17:48,-5.41,32.63
2020-11-22 17:50,-5.44,32.76
2020-11-22 17:52,-5.43,32.39
2020-11-22 17:54,-5.44,32.39
2020-11-22 17:56,-5.44,32.36
2020-11-22 17:58,-5.43,32.8
2020-11-22 18:00,-5.44,32.51
2020-11-22 18:02,-5.43,32.75
2020-11-22 18:04,-5.43,33.05
2020-11-22 18:06,-5.42,32.81
2020-11-22 18:08,-5.42,33.13
2020-11-22 18:10,-5.42,33.43
2020-11-22 18:12,-5.46,32.65
2020-11-22 18:14,-5.46,32.94
2020-11-22 18:16,-5.44,33.11
2020-11-22 18:18,-5.48,33.17
2020-11-22 18:20,-5.48,32.7
2020-11-22 18:22,-5.53,33.09
2020-11-22 18:24,-5.53,33.22
2020-11-22 18:26,-5.57,33.21
2020-11-22 18:28,-5.55,32.73
2020-11-22 18:30,-5.57,33.99
2020-11-22 18:32,-5.61,35.32
2020-11-22 18:34,-5.6,33.76
2020-11-22 18:36,-5.62,33.02
2020-11-22 18:38,-5.61,33.58
2020-11-22 18:40,-5.64,33.96
2020-11-22 18:42,-5.65,36.33
2020-11-22 18:44,-5.67,36.24
2020-11-22 18:46,-5.73,35.29
2020-11-22 18:48,-5.73,35.93
2020-11-22 18:50,-5.77,35.81
2020-11-22 18:52,-5.77,35.73
2020-11-22 18:54,-5.87,36.2
2020-11-22 18:56,-5.91,36.64
2020-11-22 18:58,-5.96,37.1
2020-11-22 19:00,-5.98,37.7
2020-11-22 19:02,-5.98,37.0
2020-11-22 19:04,-6.0,37.11
2020-11-22 19:06,-6.04,37.47
2020-11-22 19:08,-6.09,37.57
2020-11-22 19:10,-6.14,37.19
2020-11-22 19:12,-6.12,37.15
2020-11-22 19:14,-6.18,37.71
2020-11-22 19:16,-6.18,38.11
2020-11-22 19:18,-6.2,37.06
2020-11-22 19:20,-6.22,39.1
2020-11-22 19:22,-6.24,37.22
2020-11-22 19:24,-6.22,37.59
2020-11-22 19:26,-6.22,39.09
2020-11-22 19:28,-6.22,38.26
2020-11-22 19:30,-6.26,39.04
2020-11-22 19:32,-6.24,38.17
2020-11-22 19:34,-6.24,38.16
2020-11-22 19:36,-6.23,37.72
2020-11-22 19:38,-6.22,37.65
2020-11-22 19:40,-6.21,37.84
2020-11-22 19:42,-6.22,38.73
2020-11-22 19:44,-6.22,37.44
2020-11-22 19:46,-6.18,38.55
2020-11-22 19:48,-6.14,40.07
2020-11-22 19:50,-6.12,38.5
2020-11-22 19:52,-6.07,36.73
2020-11-22 19:54,-6.05,38.68
2020-11-22 19:56,-6.03,38.08
2020-11-22 19:58,-6.04,38.64
2020-11-22 20:00,-6.06,39.54
2020-11-22 20:02,-6.05,39.12
2020-11-22 20:04,-6.06,37.41
2020-11-22 20:06,-6.06,37.49
2020-11-22 20:08,-6.09,38.69
2020-11-22 20:10,-6.08,39.08
2020-11-22 20:12,-6.11,38.53
2020-11-22 20:14,-6.12,38.6
2020-11-22 20:16,-6.11,38.18
2020-11-22 20:18,-6.09,37.81
2020-11-22 20:20,-6.12,38.62
2020-11-22 20:22,-6.13,37.7
2020-11-22 20:24,-6.16,38.01
2020-11-22 20:26,-6.16,38.3
2020-11-22 20:28,-6.17,38.26
2020-11-22 20:30,-6.17,38.39
2020-11-22 20:32,-6.19,38.94
2020-11-22 20:34,-6.21,38.88
2020-11-22 20:36,-6.22,39.96
2020-11-22 20:38,-6.22,40.09
2020-11-22 20:40,-6.22,38.55
2020-11-22 20:42,-6.23,38.6
2020-11-22 20:44,-6.23,38.33
2020-11-22 20:46,-6.23,38.68
2020-11-22 20:48,-6.26,38.23
2020-11-22 20:50,-6.29,38.41
2020-11-22 20:52,-6.29,38.33
2020-11-22 20:54,-6.27,38.43
2020-11-22 20:56,-6.29,38.95
2020-11-22 20:58,-6.3,39.86
2020-11-22 21:00,-6.3,38.97
2020-11-22 21:02,-6.28,38.88
2020-11-22 21:04,-6.3,40.34
2020-11-22 21:06,-6.32,40.49
2020-11-22 21:08,-6.3,39.7
2020-11-22 21:10,-6.31,38.96
2020-11-22 21:12,-6.3,38.87
2020-11-22 21:14,-6.34,38.93
2020-11-22 21:16,-6.32,39.07
2020-11-22 21:18,-6.32,39.7
2020-11-22 21:20,-6.29,40.0
2020-11-22 21:22,-6.33,38.85
2020-11-22 21:24,-6.34,38.41
2020-11-22 21:26,-6.36,39.84
2020-11-22 21:28,-6.38,38.76
2020-11-22 21:30,-6.38,39.03
2020-11-22 21:32,-6.37,39.06
2020-11-22 21:34,-6.34,39.23
2020-11-22 21:36,-6.35,38.4
2020-11-22 21:38,-6.33,38.1
2020-11-22 21:40,-6.31,39.53
2020-11-22 21:42,-6.27,40.25
2020-11-22 21:44,-6.12,42.41
2020-11-22 21:46,-5.97,42.91
2020-11-22 21:48,-5.81,43.39
2020-11-22 21:50,-5.7,42.44
2020-11-22 21:52,-5.61,43.44
2020-11-22 21:54,-5.57,43.98
2020-11-22 21:56,-5.52,44.73
2020-11-22 21:58,-5.48,44.58
2020-11-22 22:00,-5.48,44.11
2020-11-22 22:02,-5.46,43.53
2020-11-22 22:04,-5.44,43.82
2020-11-22 22:06,-5.43,46.08
2020-11-22 22:08,-5.42,44.45
2020-11-22 22:10,-5.44,45.8
2020-11-22 22:12,-5.4,45.91
2020-11-22 22:14,-5.4,45.74
2020-11-22 22:16,-5.41,44.88
2020-11-22 22:18,-5.39,44.58
2020-11-22 22:20,-5.39,45.34
2020-11-22 22:22,-5.41,45.32
2020-11-22 22:24,-5.42,46.01
2020-11-22 22:26,-5.48,46.37
2020-11-22 22:28,-5.47,46.13
2020-11-22 22:30,-5.47,45.81
2020-11-22 22:32,-5.52,45.61
2020-11-22 22:34,-5.46,45.56
2020-11-22 22:36,-5.47,45.18
2020-11-22 22:38,-5.42,44.04
2020-11-22 22:40,-5.39,43.89
2020-11-22 22:42,-5.37,44.5
2020-11-22 22:44,-5.41,43.27
2020-11-22 22:46,-5.35,42.82
2020-11-22 22:48,-5.46,38.95
2020-11-22 22:50,-5.64,39.97
2020-11-22 22:52,-5.82,39.32
2020-11-22 22:54,-6.01,39.74
2020-11-22 22:56,-6.08,39.8
2020-11-22 22:58,-6.21,40.41
2020-11-22 23:00,-6.37,40.99
2020-11-22 23:02,-6.46,40.93
2020-11-22 23:04,-6.52,41.16
2020-11-22 23:06,-6.64,42.04
2020-11-22 23:08,-6.67,41.33
2020-11-22 23:10,-6.73,41.51
2020-11-22 23:12,-6.76,41.21
2020-11-22 23:14,-6.8,41.51
2020-11-22 23:16,-6.8,41.51
2020-11-22 23:18,-6.83,41.45
2020-11-22 23:20,-6.87,41.91
2020-11-22 23:22,-6.85,42.89
2020-11-22 23:24,-6.87,42.74
2020-11-22 23:26,-6.85,42.27
2020-11-22 23:28,-6.85,42.12
2020-11-22 23:30,-6.85,43.03
2020-11-22 23:32,-6.82,42.89
2020-11-22 23:34,-6.82,42.01
2020-11-22 23:36,-6.77,42.61
2020-11-22 23:38,-6.77,41.93
2020-11-22 23:40,-6.76,40.63
2020-11-22 23:42,-6.73,40.78
2020-11-22 23:44,-6.77,40.41
2020-11-22 23:46,-6.77,40.32
2020-11-22 23:48,-6.77,40.28
2020-11-22 23:50,-6.73,41.34
2020-11-22 23:52,-6.76,43.03
2020-11-22 23:54,-6.7,42.09
2020-11-22 23:56,-6.71,41.04
2020-11-22 23:58,-6.67,41.45
2020-11-23 00:00,-6.64,41.65
2020-11-23 00:02,-6.64,42.72
2020-11-23 00:04,-6.61,41.04
2020-11-23 00:06,-6.57,41.58
2020-11-23 00:08,-6.53,41.62
2020-11-23 00:10,-6.52,40.18
2020-11-23 00:12,-6.49,41.6
2020-11-23 00:14,-6.48,40.8
2020-11-23 00:16,-6.47,40.35
2020-11-23 00:18,-6.44,40.0
2020-11-23 00:20,-6.45,40.82
2020-11-23 00:22,-6.45,41.56
2020-11-23 00:24,-6.41,41.24
2020-11-23 00:26,-6.38,42.52
2020-11-23 00:28,-6.38,40.4
2020-11-23 00:30,-6.37,39.78
2020-11-23 00:32,-6.31,41.87
2020-11-23 00:34,-6.32,41.39
2020-11-23 00:36,-6.28,42.09
2020-11-23 00:38,-6.24,39.4
2020-11-23 00:40,-6.23,38.71
2020-11-23 00:42,-6.24,38.67
2020-11-23 00:44,-6.23,38.44
2020-11-23 00:46,-6.22,38.68
2020-11-23 00:48,-6.22,38.4
2020-11-23 00:50,-6.22,38.37
2020-11-23 00:52,-6.24,38.44
2020-11-23 00:54,-6.27,38.87
2020-11-23 00:56,-6.24,38.76
2020-11-23 00:58,-6.27,38.86
2020-11-23 01:00,-6.27,38.68
2020-11-23 01:02,-6.29,38.77
2020-11-23 01:04,-6.29,38.89
2020-11-23 01:06,-6.32,40.02
2020-11-23 01:08,-6.33,39.99
2020-11-23 01:10,-6.35,39.59
2020-11-23 01:12,-6.38,39.15
2020-11-23 01:14,-6.44,39.54
2020-11-23 01:16,-6.42,39.55
2020-11-23 01:18,-6.45,39.54
2020-11-23 01:20,-6.5,39.6
2020-11-23 01:22,-6.46,40.49
2020-11-23 01:24,-6.5,39.85
2020-11-23 01:26,-6.48,41.29
2020-11-23 01:28,-6.58,40.93
2020-11-23 01:30,-6.57,41.45
2020-11-23 01:32,-6.62,42.56
2020-11-23 01:34,-6.67,42.84
2020-11-23 01:36,-6.7,42.36
2020-11-23 01:38,-6.7,42.77
2020-11-23 01:40,-6.76,43.23
2020-11-23 01:42,-6.8,43.02
2020-11-23 01:44,-6.87,43.94
2020-11-23 01:46,-6.94,43.71
2020-11-23 01:48,-7.0,43.53
2020-11-23 01:50,-7.05,43.5
2020-11-23 01:52,-7.06,43.42
2020-11-23 01:54,-7.13,44.19
2020-11-23 01:56,-7.13,43.97
2020-11-23 01:58,-7.16,43.62
2020-11-23 02:00,-7.16,43.16
2020-11-23 02:02,-7.18,42.52
2020-11-23 02:04,-7.17,42.85
2020-11-23 02:06,-7.17,46.57
2020-11-23 02:08,-7.22,44.18
2020-11-23 02:10,-7.19,44.41
2020-11-23 02:12,-7.19,46.74
2020-11-23 02:14,-7.17,45.28
2020-11-23 02:16,-7.2,43.8
2020-11-23 02:18,-7.13,42.97
2020-11-23 02:20,-7.18,43.21
2020-11-23 02:22,-7.17,43.06
2020-11-23 02:24,-7.21,43.07
2020-11-23 02:26,-7.21,43.44
2020-11-23 02:28,-7.2,43.76
2020-11-23 02:30,-7.23,43.58
2020-11-23 02:32,-7.23,44.11
2020-11-23 02:34,-7.24,45.84
2020-11-23 02:36,-7.25,45.31
2020-11-23 02:38,-7.2,44.42
2020-11-23 02:40,-7.23,44.41
2020-11-23 02:42,-7.21,44.28
2020-11-23 02:44,-7.19,44.34
2020-11-23 02:46,-7.2,43.07
2020-11-23 02:48,-7.22,43.27
2020-11-23 02:50,-7.19,42.84
2020-11-23 02:52,-7.21,43.03
2020-11-23 02:54,-7.19,43.27
2020-11-23 02:56,-7.17,42.77
2020-11-23 02:58,-7.16,43.07
2020-11-23 03:00,-7.1,43.38
2020-11-23 03:02,-7.09,43.57
2020-11-23 03:04,-7.09,43.57
2020-11-23 03:06,-7.07,43.52
2020-11-23 03:08,-7.1,45.41
2020-11-23 03:10,-7.09,44.37
2020-11-23 03:12,-7.06,42.63
2020-11-23 03:14,-7.09,43.96
2020-11-23 03:16,-7.09,42.85
2020-11-23 03:18,-7.07,42.04
2020-11-23 03:20,-7.1,42.48
2020-11-23 03:22,-7.1,42.18
2020-11-23 03:24,-7.1,42.69
2020-11-23 03:26,-7.07,42.83
2020-11-23 03:28,-7.06,41.43
2020-11-23 03:30,-7.04,41.44
2020-11-23 03:32,-7.06,41.85
2020-11-23 03:34,-7.09,41.94
2020-11-23 03:36,-7.11,43.41
2020-11-23 03:38,-7.18,42.82
2020-11-23 03:40,-7.22,42.64
2020-11-23 03:42,-7.24,42.91
2020-11-23 03:44,-7.32,44.1
2020-11-23 03:46,-7.36,44.43
2020-11-23 03:48,-7.42,44.13
2020-11-23 03:50,-7.42,43.74
2020-11-23 03:52,-7.47,44.13
2020-11-23 03:54,-7.49,45.09
2020-11-23 03:56,-7.5,44.63
2020-11-23 03:58,-7.54,44.34
2020-11-23 04:00,-7.57,44.21
2020-11-23 04:02,-7.55,44.23
2020-11-23 04:04,-7.57,44.18
2020-11-23 04:06,-7.59,44.75
2020-11-23 04:08,-7.57,43.82
2020-11-23 04:10,-7.6,44.27
2020-11-23 04:12,-7.59,44.68
2020-11-23 04:14,-7.6,44.67
2020-11-23 04:16,-7.61,44.68
2020-11-23 04:18,-7.62,44.69
2020-11-23 04:20,-7.62,44.26
2020-11-23 04:22,-7.6,44.19
2020-11-23 04:24,-7.55,44.61
2020-11-23 04:26,-7.59,45.27
2020-11-23 04:28,-7.55,46.43
2020-11-23 04:30,-7.53,46.62
2020-11-23 04:32,-7.54,45.16
2020-11-23 04:34,-7.51,45.42
2020-11-23 04:36,-7.51,45.32
2020-11-23 04:38,-7.51,45.3
2020-11-23 04:40,-7.51,44.88
2020-11-23 04:42,-7.5,48.35
2020-11-23 04:44,-7.52,44.51
2020-11-23 04:46,-7.51,45.06
2020-11-23 04:48,-7.6,44.18
2020-11-23 04:50,-7.6,43.53
2020-11-23 04:52,-7.6,44.04
2020-11-23 04:54,-7.63,44.87
2020-11-23 04:56,-7.67,45.51
2020-11-23 04:58,-7.71,44.51
2020-11-23 05:00,-7.7,43.96
2020-11-23 05:02,-7.75,44.41
2020-11-23 05:04,-7.74,45.1
2020-11-23 05:06,-7.76,44.33
2020-11-23 05:08,-7.75,45.88
2020-11-23 05:10,-7.78,44.95
2020-11-23 05:12,-7.77,45.81
2020-11-23 05:14,-7.76,47.57
2020-11-23 05:16,-7.75,46.55
2020-11-23 05:18,-7.79,47.22
2020-11-23 05:20,-7.79,47.28
2020-11-23 05:22,-7.84,47.39
2020-11-23 05:24,-7.92,46.73
2020-11-23 05:26,-7.96,47.13
2020-11-23 05:28,-7.98,47.33
2020-11-23 05:30,-8.07,47.15
2020-11-23 05:32,-8.06,46.93
2020-11-23 05:34,-8.08,46.9
2020-11-23 05:36,-8.11,46.75
2020-11-23 05:38,-8.12,46.66
2020-11-23 05:40,-8.13,46.44
2020-11-23 05:42,-8.14,46.69
2020-11-23 05:44,-8.14,47.08
2020-11-23 05:46,-8.13,48.56
2020-11-23 05:48,-8.15,48.6
2020-11-23 05:50,-8.12,48.98
2020-11-23 05:52,-8.16,49.69
2020-11-23 05:54,-8.2,49.41
2020-11-23 05:56,-8.25,50.1
2020-11-23 05:58,-8.25,50.38
2020-11-23 06:00,-8.29,50.09
2020-11-23 06:02,-8.34,50.51
2020-11-23 06:04,-8.36,50.33
2020-11-23 06:06,-8.37,50.16
2020-11-23 06:08,-8.41,50.36
2020-11-23 06:10,-8.39,50.22
2020-11-23 06:12,-8.42,50.09
2020-11-23 06:14,-8.43,49.98
2020-11-23 06:16,-8.41,48.88
2020-11-23 06:18,-8.39,48.58
2020-11-23 06:20,-8.37,50.54
2020-11-23 06:22,-8.36,50.54
2020-11-23 06:24,-8.36,50.1
2020-11-23 06:26,-8.36,50.57
2020-11-23 06:28,-8.3,50.56
2020-11-23 06:30,-8.27,48.34
2020-11-23 06:32,-8.23,47.99
2020-11-23 06:34,-8.23,48.62
2020-11-23 06:36,-8.25,48.74
2020-11-23 06:38,-8.2,48.23
2020-11-23 06:40,-8.2,48.05
2020-11-23 06:42,-8.2,49.32
2020-11-23 06:44,-8.19,48.29
2020-11-23 06:46,-8.15,47.93
2020-11-23 06:48,-8.11,48.43
2020-11-23 06:50,-8.07,47.85
2020-11-23 06:52,-8.05,48.51
2020-11-23 06:54,-7.98,46.52
2020-11-23 06:56,-7.95,45.97
2020-11-23 06:58,-7.94,46.11
2020-11-23 07:00,-7.92,46.64
2020-11-23 07:02,-7.89,45.92
2020-11-23 07:04,-7.93,46.04
2020-11-23 07:06,-7.91,44.62
2020-11-23 07:08,-7.91,45.03
2020-11-23 07:10,-7.87,44.65
2020-11-23 07:12,-7.93,44.44
2020-11-23 07:14,-7.87,43.93
2020-11-23 07:16,-7.91,43.88
2020-11-23 07:18,-7.92,46.67
2020-11-23 07:20,-7.91,47.04
2020-11-23 07:22,-7.93,45.72
2020-11-23 07:24,-7.92,46.39
2020-11-23 07:26,-7.87,45.68
2020-11-23 07:28,-7.89,46.35
2020-11-23 07:30,-7.89,46.62
2020-11-23 07:32,-7.94,46.54
2020-11-23 07:34,-7.96,47.43
2020-11-23 07:36,-7.97,47.34
2020-11-23 07:38,-8.0,47.99
2020-11-23 07:40,-8.01,47.2
2020-11-23 07:42,-8.01,47.36
2020-11-23 07:44,-7.99,47.57
2020-11-23 07:46,-7.98,47.85
2020-11-23 07:48,-7.97,47.13
2020-11-23 07:50,-7.97,47.43
2020-11-23 07:52,-7.99,47.78
2020-11-23 07:54,-8.0,48.37
2020-11-23 07:56,-8.0,48.93
2020-11-23 07:58,-8.03,49.44
2020-11-23 08:00,-8.04,48.94
2020-11-23 08:02,-8.03,48.43
2020-11-23 08:04,-8.04,48.28
2020-11-23 08:06,-8.01,47.8
2020-11-23 08:08,-7.96,49.17
2020-11-23 08:10,-7.95,49.35
2020-11-23 08:12,-7.94,48.93
2020-11-23 08:14,-7.93,49.21
2020-11-23 08:16,-7.9,49.16
2020-11-23 08:18,-7.89,49.32
2020-11-23 08:20,-7.84,50.62
2020-11-23 08:22,-7.85,48.94
2020-11-23 08:24,-7.82,48.56
2020-11-23 08:26,-7.78,48.43
2020-11-23 08:28,-7.74,47.77
2020-11-23 08:30,-7.74,47.33
2020-11-23 08:32,-7.7,46.92
2020-11-23 08:34,-7.62,46.48
2020-11-23 08:36,-7.6,48.1
2020-11-23 08:38,-7.56,48.16
2020-11-23 08:40,-7.55,48.35
2020-11-23 08:42,-7.54,48.9
2020-11-23 08:44,-7.54,49.18
2020-11-23 08:46,-7.56,49.07
2020-11-23 08:48,-7.52,49.82
2020-11-23 08:50,-7.51,50.33
2020-11-23 08:52,-7.48,50.3
2020-11-23 08:54,-7.47,50.81
2020-11-23 08:56,-7.49,50.35
2020-11-23 08:58,-7.5,50.03
2020-11-23 09:00,-7.46,50.05
2020-11-23 09:02,-7.49,49.48
2020-11-23 09:04,-7.46,50.23
2020-11-23 09:06,-7.46,50.13
2020-11-23 09:08,-7.4,49.84
2020-11-23 09:10,-7.34,48.93
2020-11-23 09:12,-7.29,49.13
2020-11-23 09:14,-7.22,48.63
2020-11-23 09:16,-7.08,48.14
2020-11-23 09:18,-7.06,48.65
2020-11-23 09:20,-6.97,47.49
2020-11-23 09:22,-6.89,47.77
2020-11-23 09:24,-6.83,47.83
2020-11-23 09:26,-6.74,47.43
2020-11-23 09:28,-6.64,46.44
2020-11-23 09:30,-6.61,46.39
2020-11-23 09:32,-6.53,45.99
2020-11-23 09:34,-6.5,45.27
2020-11-23 09:36,-6.45,44.21
2020-11-23 09:38,-6.45,44.52
2020-11-23 09:40,-6.38,44.69
2020-11-23 09:42,-6.3,45.05
2020-11-23 09:44,-6.22,45.39
2020-11-23 09:46,-6.21,44.97
2020-11-23 09:48,-6.18,44.5
2020-11-23 09:50,-6.09,43.67
2020-11-23 09:52,-6.01,42.62
2020-11-23 09:54,-5.91,43.34
2020-11-23 09:56,-5.86,43.91
2020-11-23 09:58,-5.82,43.53
2020-11-23 10:00,-5.82,43.06
2020-11-23 10:02,-5.75,44.42
2020-11-23 10:04,-5.69,43.26
2020-11-23 10:06,-5.6,43.72
2020-11-23 10:08,-5.49,43.53
2020-11-23 10:10,-5.49,43.86
2020-11-23 10:12,-5.5,43.8
2020-11-23 10:14,-5.54,43.94
2020-11-23 10:16,-5.58,43.86
2020-11-23 10:18,-5.6,44.35
2020-11-23 10:20,-5.69,45.09
2020-11-23 10:22,-5.69,44.98
2020-11-23 10:24,-5.7,45.98
2020-11-23 10:26,-5.71,44.95
2020-11-23 10:28,-5.75,45.53
2020-11-23 10:30,-5.74,45.23
2020-11-23 10:32,-5.71,45.52
2020-11-23 10:34,-5.64,45.14
2020-11-23 10:36,-5.65,45.67
2020-11-23 10:38,-5.62,46.29
2020-11-23 10:40,-5.67,46.13
2020-11-23 10:42,-5.69,46.45
2020-11-23 10:44,-5.69,46.17
2020-11-23 10:46,-5.73,45.5
2020-11-23 10:48,-5.69,46.15
2020-11-23 10:50,-5.69,47.29
2020-11-23 10:52,-5.64,45.69
2020-11-23 10:54,-5.59,46.6
2020-11-23 10:56,-5.54,46.29
2020-11-23 10:58,-5.55,46.55
2020-11-23 11:00,-5.49,45.87
2020-11-23 11:02,-5.52,45.97
2020-11-23 11:04,-5.46,45.87
2020-11-23 11:06,-5.46,45.88
2020-11-23 11:08,-5.45,47.03
2020-11-23 11:10,-5.42,45.99
2020-11-23 11:12,-5.47,46.23
