Datetime,air_temp,RH
2020-11-21 14:48,6.87,17.76
2020-11-21 14:50,6.89,17.63
2020-11-21 14:52,6.93,17.78
2020-11-21 14:54,6.91,17.88
2020-11-21 14:56,6.94,17.67
2020-11-21 14:58,6.95,17.64
2020-11-21 15:00,6.93,17.78
2020-11-21 15:02,6.99,17.8
2020-11-21 15:04,7.0,17.82
2020-11-21 15:06,6.98,17.91
2020-11-21 15:08,7.0,17.53
2020-11-21 15:10,7.01,17.5
2020-11-21 15:12,7.02,17.71
2020-11-21 15:14,7.01,17.75
2020-11-21 15:16,7.0,17.21
2020-11-21 15:18,6.99,17.34
2020-11-21 15:20,6.98,17.45
2020-11-21 15:22,6.97,17.53
2020-11-21 15:24,6.99,17.47
2020-11-21 15:26,6.98,17.29
2020-11-21 15:28,6.97,17.15
2020-11-21 15:30,6.94,17.17
2020-11-21 15:32,6.91,16.96
2020-11-21 15:34,6.91,17.04
2020-11-21 15:36,6.89,17.18
2020-11-21 15:38,6.89,17.18
2020-11-21 15:40,6.9,17.08
2020-11-21 15:42,6.9,17.08
2020-11-21 15:44,6.9,17.19
2020-11-21 15:46,6.87,17.29
2020-11-21 15:48,6.89,16.84
2020-11-21 15:50,6.87,17.22
2020-11-21 15:52,6.93,17.37
2020-11-21 15:54,6.93,17.42
2020-11-21 15:56,7.0,17.5
2020-11-21 15:58,7.02,17.61
2020-11-21 16:00,7.08,17.72
2020-11-21 16:02,7.11,17.76
2020-11-21 16:04,7.15,17.92
2020-11-21 16:06,7.22,18.03
2020-11-21 16:08,7.23,18.17
2020-11-21 16:10,7.24,18.23
2020-11-21 16:12,7.28,18.29
2020-11-21 16:14,7.3,18.34
2020-11-21 16:16,7.32,18.42
2020-11-21 16:18,7.34,18.47
2020-11-21 16:20,7.37,18.52
2020-11-21 16:22,7.4,18.5
2020-11-21 16:24,7.39,18.52
2020-11-21 16:26,7.37,18.58
2020-11-21 16:28,7.41,18.53
2020-11-21 16:30,7.4,18.55
2020-11-21 16:32,7.41,18.54
2020-11-21 16:34,7.39,18.58
2020-11-21 16:36,7.42,18.55
2020-11-21 16:38,7.39,18.6
2020-11-21 16:40,7.4,18.7
2020-11-21 16:42,7.4,18.76
2020-11-21 16:44,7.44,18.74
2020-11-21 16:46,7.45,18.81
2020-11-21 16:48,7.45,18.82
2020-11-21 16:50,7.45,18.84
2020-11-21 16:52,7.45,18.87
2020-11-21 16:54,7.44,18.89
2020-11-21 16:56,7.46,18.81
2020-11-21 16:58,7.44,18.92
2020-11-21 17:00,7.42,18.95
2020-11-21 17:02,7.46,18.98
2020-11-21 17:04,7.45,19.03
2020-11-21 17:06,7.47,19.03
2020-11-21 17:08,7.45,19.09
2020-11-21 17:10,7.43,19.08
2020-11-21 17:12,7.45,19.09
2020-11-21 17:14,7.41,19.11
2020-11-21 17:16,7.42,19.12
2020-11-21 17:18,7.4,19.17
2020-11-21 17:20,7.4,19.28
2020-11-21 17:22,7.44,19.22
2020-11-21 17:24,7.42,19.31
2020-11-21 17:26,7.41,19.41
2020-11-21 17:28,7.41,19.34
2020-11-21 17:30,7.42,19.3
2020-11-21 17:32,7.42,19.44
2020-11-21 17:34,7.4,19.47
2020-11-21 17:36,7.44,19.49
2020-11-21 17:38,7.4,19.49
2020-11-21 17:40,7.42,19.57
2020-11-21 17:42,7.4,19.61
2020-11-21 17:44,7.43,19.69
2020-11-21 17:46,7.42,19.73
2020-11-21 17:48,7.43,19.71
2020-11-21 17:50,7.42,19.74
2020-11-21 17:52,7.42,19.75
2020-11-21 17:54,7.44,19.75
2020-11-21 17:56,7.42,19.69
2020-11-21 17:58,7.39,19.66
2020-11-21 18:00,7.39,19.64
2020-11-21 18:02,7.37,19.77
2020-11-21 18:04,7.37,19.78
2020-11-21 18:06,7.37,19.81
2020-11-21 18:08,7.35,19.8
2020-11-21 18:10,7.29,19.86
2020-11-21 18:12,7.29,19.86
2020-11-21 18:14,7.3,19.81
2020-11-21 18:16,7.24,19.73
2020-11-21 18:18,7.18,19.76
2020-11-21 18:20,7.16,19.73
2020-11-21 18:22,7.14,19.82
2020-11-21 18:24,7.12,19.83
2020-11-21 18:26,7.11,19.9
2020-11-21 18:28,7.08,19.84
2020-11-21 18:30,7.08,19.84
2020-11-21 18:32,7.03,19.73
2020-11-21 18:34,7.0,19.81
2020-11-21 18:36,6.99,19.83
2020-11-21 18:38,7.0,19.83
2020-11-21 18:40,6.95,19.84
2020-11-21 18:42,6.97,19.79
2020-11-21 18:44,6.94,19.82
2020-11-21 18:46,6.93,19.78
2020-11-21 18:48,6.9,19.8
2020-11-21 18:50,6.91,19.83
2020-11-21 18:52,6.9,19.87
2020-11-21 18:54,6.88,19.82
2020-11-21 18:56,6.86,19.82
2020-11-21 18:58,6.83,19.85
2020-11-21 19:00,6.84,19.8
2020-11-21 19:02,6.83,19.91
2020-11-21 19:04,6.83,19.85
2020-11-21 19:06,6.83,19.91
2020-11-21 19:08,6.82,19.91
2020-11-21 19:10,6.8,19.89
2020-11-21 19:12,6.8,19.91
2020-11-21 19:14,6.79,19.92
2020-11-21 19:16,6.76,19.91
2020-11-21 19:18,6.76,19.88
2020-11-21 19:20,6.74,19.92
2020-11-21 19:22,6.74,19.91
2020-11-21 19:24,6.75,20.02
2020-11-21 19:26,6.75,20.1
2020-11-21 19:28,6.74,20.07
2020-11-21 19:30,6.75,19.97
2020-11-21 19:32,6.79,19.97
2020-11-21 19:34,6.76,19.95
2020-11-21 19:36,6.72,19.94
2020-11-21 19:38,6.71,19.95
2020-11-21 19:40,6.71,20.05
2020-11-21 19:42,6.71,20.01
2020-11-21 19:44,6.68,20.06
2020-11-21 19:46,6.69,20.13
2020-11-21 19:48,6.69,20.14
2020-11-21 19:50,6.7,20.16
2020-11-21 19:52,6.72,20.1
2020-11-21 19:54,6.7,20.06
2020-11-21 19:56,6.71,20.12
2020-11-21 19:58,6.69,20.08
2020-11-21 20:00,6.68,20.09
2020-11-21 20:02,6.65,20.14
2020-11-21 20:04,6.67,20.14
2020-11-21 20:06,6.67,20.14
2020-11-21 20:08,6.67,20.2
2020-11-21 20:10,6.68,20.11
2020-11-21 20:12,6.66,20.12
2020-11-21 20:14,6.66,19.98
2020-11-21 20:16,6.66,20.03
2020-11-21 20:18,6.65,19.93
2020-11-21 20:20,6.63,19.87
2020-11-21 20:22,6.57,19.86
2020-11-21 20:24,6.55,19.81
2020-11-21 20:26,6.49,19.73
2020-11-21 20:28,6.48,19.78
2020-11-21 20:30,6.45,19.89
2020-11-21 20:32,6.44,19.95
2020-11-21 20:34,6.49,19.95
2020-11-21 20:36,6.51,20.02
2020-11-21 20:38,6.49,20.02
2020-11-21 20:40,6.52,20.18
2020-11-21 20:42,6.52,20.08
2020-11-21 20:44,6.51,20.12
2020-11-21 20:46,6.56,20.16
2020-11-21 20:48,6.52,20.12
2020-11-21 20:50,6.52,20.24
2020-11-21 20:52,6.54,20.23
2020-11-21 20:54,6.52,20.19
2020-11-21 20:56,6.55,20.19
2020-11-21 20:58,6.5,20.18
2020-11-21 21:00,6.5,20.16
2020-11-21 21:02,6.44,20.11
2020-11-21 21:04,6.46,19.94
2020-11-21 21:06,6.41,19.97
2020-11-21 21:08,6.38,20.0
2020-11-21 21:10,6.4,20.12
2020-11-21 21:12,6.4,20.16
2020-11-21 21:14,6.41,20.11
2020-11-21 21:16,6.38,20.09
2020-11-21 21:18,6.39,20.19
2020-11-21 21:20,6.39,20.17
2020-11-21 21:22,6.41,20.14
2020-11-21 21:24,6.41,20.25
2020-11-21 21:26,6.4,20.16
2020-11-21 21:28,6.39,20.12
2020-11-21 21:30,6.36,20.17
2020-11-21 21:32,6.36,20.17
2020-11-21 21:34,6.36,20.09
2020-11-21 21:36,6.33,20.07
2020-11-21 21:38,6.31,20.12
2020-11-21 21:40,6.33,20.2
2020-11-21 21:42,6.33,20.2
2020-11-21 21:44,6.34,20.26
2020-11-21 21:46,6.3,20.18
2020-11-21 21:48,6.33,20.2
2020-11-21 21:50,6.34,20.13
2020-11-21 21:52,6.31,20.18
2020-11-21 21:54,6.31,20.21
2020-11-21 21:56,6.3,20.23
2020-11-21 21:58,6.31,20.21
2020-11-21 22:00,6.29,20.23
2020-11-21 22:02,6.3,20.2
2020-11-21 22:04,6.28,20.16
2020-11-21 22:06,6.24,20.13
2020-11-21 22:08,6.26,20.18
2020-11-21 22:10,6.26,20.24
2020-11-21 22:12,6.27,20.2
2020-11-21 22:14,6.27,20.21
2020-11-21 22:16,6.26,20.18
2020-11-21 22:18,6.27,20.29
2020-11-21 22:20,6.3,20.18
2020-11-21 22:22,6.24,20.1
2020-11-21 22:24,6.27,20.21
2020-11-21 22:26,6.31,20.18
2020-11-21 22:28,6.26,20.18
2020-11-21 22:30,6.26,20.23
2020-11-21 22:32,6.27,20.18
2020-11-21 22:34,6.27,20.24
2020-11-21 22:36,6.23,20.11
2020-11-21 22:38,6.25,20.18
2020-11-21 22:40,6.25,20.11
2020-11-21 22:42,6.22,20.03
2020-11-21 22:44,6.19,20.03
2020-11-21 22:46,6.15,20.05
2020-11-21 22:48,6.15,19.98
2020-11-21 22:50,6.11,19.98
2020-11-21 22:52,6.08,19.95
2020-11-21 22:54,6.09,19.95
2020-11-21 22:56,6.08,19.85
2020-11-21 22:58,6.07,19.75
2020-11-21 23:00,6.01,19.74
2020-11-21 23:02,5.98,19.78
2020-11-21 23:04,5.97,19.7
2020-11-21 23:06,5.97,19.7
2020-11-21 23:08,5.97,19.62
2020-11-21 23:10,5.92,19.61
2020-11-21 23:12,5.91,19.56
2020-11-21 23:14,5.92,19.6
2020-11-21 23:16,5.91,19.56
2020-11-21 23:18,5.9,19.57
2020-11-21 23:20,5.9,19.51
2020-11-21 23:22,5.91,19.51
2020-11-21 23:24,5.89,19.51
2020-11-21 23:26,5.89,19.45
2020-11-21 23:28,5.85,19.56
2020-11-21 23:30,5.87,19.48
2020-11-21 23:32,5.89,19.49
2020-11-21 23:34,5.84,19.43
2020-11-21 23:36,5.85,19.44
2020-11-21 23:38,5.85,19.46
2020-11-21 23:40,5.85,19.4
2020-11-21 23:42,5.85,19.54
2020-11-21 23:44,5.83,19.47
2020-11-21 23:46,5.84,19.46
2020-11-21 23:48,5.84,19.46
2020-11-21 23:50,5.84,19.41
2020-11-21 23:52,5.85,19.44
2020-11-21 23:54,5.82,19.51
2020-11-21 23:56,5.83,19.44
2020-11-21 23:58,5.81,19.47
2020-11-22 00:00,5.82,19.52
2020-11-22 00:02,5.83,19.51
2020-11-22 00:04,5.83,19.43
2020-11-22 00:06,5.85,19.4
2020-11-22 00:08,5.82,19.38
2020-11-22 00:10,5.83,19.41
2020-11-22 00:12,5.81,19.36
2020-11-22 00:14,5.8,19.35
2020-11-22 00:16,5.78,19.35
2020-11-22 00:18,5.82,19.33
2020-11-22 00:20,5.77,19.34
2020-11-22 00:22,5.78,19.33
2020-11-22 00:24,5.77,19.33
2020-11-22 00:26,5.74,19.29
2020-11-22 00:28,5.71,19.28
2020-11-22 00:30,5.72,19.34
2020-11-22 00:32,5.69,19.34
2020-11-22 00:34,5.7,19.24
2020-11-22 00:36,5.68,19.28
2020-11-22 00:38,5.66,19.29
2020-11-22 00:40,5.65,19.28
2020-11-22 00:42,5.65,19.26
2020-11-22 00:44,5.62,19.24
2020-11-22 00:46,5.65,19.29
2020-11-22 00:48,5.59,19.26
2020-11-22 00:50,5.6,19.3
2020-11-22 00:52,5.59,19.19
2020-11-22 00:54,5.57,19.19
2020-11-22 00:56,5.54,19.24
2020-11-22 00:58,5.54,19.22
2020-11-22 01:00,5.51,19.25
2020-11-22 01:02,5.49,19.22
2020-11-22 01:04,5.49,19.22
2020-11-22 01:06,5.46,19.18
2020-11-22 01:08,5.46,19.2
2020-11-22 01:10,5.46,19.2
2020-11-22 01:12,5.46,19.2
2020-11-22 01:14,5.43,19.2
2020-11-22 01:16,5.41,19.2
2020-11-22 01:18,5.4,19.13
2020-11-22 01:20,5.39,19.15
2020-11-22 01:22,5.4,19.09
2020-11-22 01:24,5.38,19.16
2020-11-22 01:26,5.33,19.09
2020-11-22 01:28,5.34,19.11
2020-11-22 01:30,5.32,19.08
2020-11-22 01:32,5.27,19.07
2020-11-22 01:34,5.32,19.09
2020-11-22 01:36,5.25,19.11
2020-11-22 01:38,5.27,19.04
2020-11-22 01:40,5.25,19.09
2020-11-22 01:42,5.27,19.02
2020-11-22 01:44,5.25,19.04
2020-11-22 01:46,5.25,19.03
2020-11-22 01:48,5.24,19.03
2020-11-22 01:50,5.22,18.95
2020-11-22 01:52,5.19,19.01
2020-11-22 01:54,5.19,18.96
2020-11-22 01:56,5.19,18.98
2020-11-22 01:58,5.18,18.98
2020-11-22 02:00,5.12,18.93
2020-11-22 02:02,5.13,18.93
2020-11-22 02:04,5.13,18.87
2020-11-22 02:06,5.12,18.93
2020-11-22 02:08,5.1,18.93
2020-11-22 02:10,5.09,18.88
2020-11-22 02:12,5.08,18.89
2020-11-22 02:14,5.03,18.94
2020-11-22 02:16,5.06,18.89
2020-11-22 02:18,5.02,18.91
2020-11-22 02:20,4.97,18.84
2020-11-22 02:22,5.02,18.92
2020-11-22 02:24,5.02,18.88
2020-11-22 02:26,4.96,18.86
2020-11-22 02:28,5.0,18.86
2020-11-22 02:30,4.94,18.89
2020-11-22 02:32,4.95,18.82
2020-11-22 02:34,4.98,18.86
2020-11-22 02:36,4.92,18.86
2020-11-22 02:38,4.95,18.84
2020-11-22 02:40,4.93,18.85
2020-11-22 02:42,4.91,18.85
2020-11-22 02:44,4.9,18.82
2020-11-22 02:46,4.91,18.84
2020-11-22 02:48,4.87,18.83
2020-11-22 02:50,4.87,18.82
2020-11-22 02:52,4.88,18.82
2020-11-22 02:54,4.89,18.8
2020-11-22 02:56,4.84,18.87
2020-11-22 02:58,4.84,18.82
2020-11-22 03:00,4.84,18.82
2020-11-22 03:02,4.83,18.8
2020-11-22 03:04,4.79,18.83
2020-11-22 03:06,4.87,18.85
2020-11-22 03:08,4.83,18.83
2020-11-22 03:10,4.82,18.85
2020-11-22 03:12,4.8,18.83
2020-11-22 03:14,4.81,18.83
2020-11-22 03:16,4.81,18.8
2020-11-22 03:18,4.82,18.88
2020-11-22 03:20,4.8,18.83
2020-11-22 03:22,4.78,18.81
2020-11-22 03:24,4.81,18.81
2020-11-22 03:26,4.81,18.81
2020-11-22 03:28,4.81,18.81
2020-11-22 03:30,4.8,18.85
2020-11-22 03:32,4.78,18.89
2020-11-22 03:34,4.8,18.88
2020-11-22 03:36,4.8,18.96
2020-11-22 03:38,4.8,18.88
2020-11-22 03:40,4.77,18.88
2020-11-22 03:42,4.78,18.83
2020-11-22 03:44,4.76,18.86
2020-11-22 03:46,4.78,18.86
2020-11-22 03:48,4.76,18.88
2020-11-22 03:50,4.77,18.95
2020-11-22 03:52,4.75,18.91
2020-11-22 03:54,4.76,18.92
2020-11-22 03:56,4.75,18.86
2020-11-22 03:58,4.72,18.89
2020-11-22 04:00,4.69,18.92
2020-11-22 04:02,4.68,18.86
2020-11-22 04:04,4.72,18.84
2020-11-22 04:06,4.69,18.89
2020-11-22 04:08,4.68,18.9
2020-11-22 04:10,4.68,18.84
2020-11-22 04:12,4.64,18.82
2020-11-22 04:14,4.65,18.81
2020-11-22 04:16,4.64,18.78
2020-11-22 04:18,4.64,18.82
2020-11-22 04:20,4.64,18.84
2020-11-22 04:22,4.61,18.8
2020-11-22 04:24,4.62,18.8
2020-11-22 04:26,4.61,18.87
2020-11-22 04:28,4.56,18.79
2020-11-22 04:30,4.58,18.85
2020-11-22 04:32,4.6,18.91
2020-11-22 04:34,4.56,18.85
2020-11-22 04:36,4.56,18.85
2020-11-22 04:38,4.57,18.83
2020-11-22 04:40,4.56,18.83
2020-11-22 04:42,4.58,18.88
2020-11-22 04:44,4.56,18.85
2020-11-22 04:46,4.53,18.83
2020-11-22 04:48,4.54,18.8
2020-11-22 04:50,4.54,18.83
2020-11-22 04:52,4.53,18.85
2020-11-22 04:54,4.52,18.85
2020-11-22 04:56,4.52,18.88
2020-11-22 04:58,4.51,18.8
2020-11-22 05:00,4.5,18.83
2020-11-22 05:02,4.47,18.85
2020-11-22 05:04,4.51,18.8
2020-11-22 05:06,4.5,18.81
2020-11-22 05:08,4.5,18.85
2020-11-22 05:10,4.47,18.85
2020-11-22 05:12,4.46,18.85
2020-11-22 05:14,4.47,18.84
2020-11-22 05:16,4.46,18.81
2020-11-22 05:18,4.44,18.86
2020-11-22 05:20,4.45,18.92
2020-11-22 05:22,4.45,18.91
2020-11-22 05:24,4.44,18.84
2020-11-22 05:26,4.45,18.84
2020-11-22 05:28,4.42,18.89
2020-11-22 05:30,4.42,18.87
2020-11-22 05:32,4.42,18.87
2020-11-22 05:34,4.39,18.91
2020-11-22 05:36,4.38,18.91
2020-11-22 05:38,4.41,18.91
2020-11-22 05:40,4.38,18.92
2020-11-22 05:42,4.37,18.87
2020-11-22 05:44,4.36,18.88
2020-11-22 05:46,4.37,18.87
2020-11-22 05:48,4.38,18.9
2020-11-22 05:50,4.35,18.92
2020-11-22 05:52,4.33,18.89
2020-11-22 05:54,4.33,18.9
2020-11-22 05:56,4.36,18.95
2020-11-22 05:58,4.33,18.93
2020-11-22 06:00,4.35,18.93
2020-11-22 06:02,4.36,18.93
2020-11-22 06:04,4.35,18.97
2020-11-22 06:06,4.35,18.88
2020-11-22 06:08,4.33,18.98
2020-11-22 06:10,4.31,18.95
2020-11-22 06:12,4.32,18.95
2020-11-22 06:14,4.29,18.95
2020-11-22 06:16,4.33,18.99
2020-11-22 06:18,4.33,18.93
2020-11-22 06:20,4.3,18.96
2020-11-22 06:22,4.3,18.99
2020-11-22 06:24,4.32,19.01
2020-11-22 06:26,4.36,19.01
2020-11-22 06:28,4.32,19.01
2020-11-22 06:30,4.33,19.01
2020-11-22 06:32,4.33,18.99
2020-11-22 06:34,4.32,19.06
2020-11-22 06:36,4.31,19.04
2020-11-22 06:38,4.34,19.03
2020-11-22 06:40,4.35,19.06
2020-11-22 06:42,4.35,18.99
2020-11-22 06:44,4.34,19.08
2020-11-22 06:46,4.37,19.09
2020-11-22 06:48,4.36,19.04
2020-11-22 06:50,4.35,19.01
2020-11-22 06:52,4.36,18.99
2020-11-22 06:54,4.35,19.0
2020-11-22 06:56,4.34,18.99
2020-11-22 06:58,4.34,19.03
2020-11-22 07:00,4.37,19.01
2020-11-22 07:02,4.34,19.01
2020-11-22 07:04,4.34,19.04
2020-11-22 07:06,4.37,19.01
2020-11-22 07:08,4.36,18.98
2020-11-22 07:10,4.35,19.03
2020-11-22 07:12,4.34,18.96
2020-11-22 07:14,4.33,18.97
2020-11-22 07:16,4.31,18.99
2020-11-22 07:18,4.33,19.01
2020-11-22 07:20,4.33,19.04
2020-11-22 07:22,4.36,19.09
2020-11-22 07:24,4.37,19.1
2020-11-22 07:26,4.37,19.15
2020-11-22 07:28,4.42,19.15
2020-11-22 07:30,4.42,19.14
2020-11-22 07:32,4.41,19.27
2020-11-22 07:34,4.43,19.33
2020-11-22 07:36,4.44,19.32
2020-11-22 07:38,4.44,19.4
2020-11-22 07:40,4.48,19.51
2020-11-22 07:42,4.48,19.51
2020-11-22 07:44,4.48,19.49
2020-11-22 07:46,4.48,19.62
2020-11-22 07:48,4.51,19.71
2020-11-22 07:50,4.53,19.62
2020-11-22 07:52,4.53,19.72
2020-11-22 07:54,4.54,19.7
2020-11-22 07:56,4.58,19.78
2020-11-22 07:58,4.57,19.8
2020-11-22 08:00,4.59,19.83
2020-11-22 08:02,4.57,19.83
2020-11-22 08:04,4.59,19.91
2020-11-22 08:06,4.61,20.01
2020-11-22 08:08,4.65,20.01
2020-11-22 08:10,4.68,20.04
2020-11-22 08:12,4.69,20.07
2020-11-22 08:14,4.72,20.04
2020-11-22 08:16,4.74,20.06
2020-11-22 08:18,4.77,20.27
2020-11-22 08:20,4.86,20.32
2020-11-22 08:22,4.95,20.42
2020-11-22 08:24,5.0,20.47
2020-11-22 08:26,5.07,20.52
2020-11-22 08:28,5.12,20.57
2020-11-22 08:30,5.24,20.62
2020-11-22 08:32,5.32,20.63
2020-11-22 08:34,5.39,20.63
2020-11-22 08:36,5.48,20.59
2020-11-22 08:38,5.54,20.55
2020-11-22 08:40,5.63,20.6
2020-11-22 08:42,5.71,20.62
2020-11-22 08:44,5.83,20.52
2020-11-22 08:46,5.92,20.46
2020-11-22 08:48,6.04,20.43
2020-11-22 08:50,6.33,20.13
2020-11-22 08:52,6.59,17.92
2020-11-22 08:54,6.72,23.72
2020-11-22 08:56,6.82,20.38
2020-11-22 08:58,7.19,17.0
2020-11-22 09:00,7.54,19.17
2020-11-22 09:02,7.92,33.37
2020-11-22 09:04,8.18,42.65
2020-11-22 09:06,8.28,43.16
2020-11-22 09:08,8.35,20.71
2020-11-22 09:10,8.23,39.09
2020-11-22 09:12,8.2,34.19
2020-11-22 09:14,8.18,20.45
2020-11-22 09:16,8.05,16.78
2020-11-22 09:18,7.93,17.11
2020-11-22 09:20,7.87,30.08
2020-11-22 09:22,7.85,18.18
2020-11-22 09:24,7.6,18.77
2020-11-22 09:26,7.45,22.29
2020-11-22 09:28,7.42,36.85
2020-11-22 09:30,7.5,25.84
2020-11-22 09:32,7.46,23.29
2020-11-22 09:34,7.45,19.77
2020-11-22 09:36,7.39,20.1
2020-11-22 09:38,7.32,23.51
2020-11-22 09:40,7.29,18.05
2020-11-22 09:42,7.28,17.56
2020-11-22 09:44,7.25,16.85
2020-11-22 09:46,7.24,16.58
2020-11-22 09:48,7.22,16.61
2020-11-22 09:50,7.24,16.58
2020-11-22 09:52,7.23,16.93
2020-11-22 09:54,7.23,16.11
2020-11-22 09:56,7.2,19.25
2020-11-22 09:58,7.19,21.26
2020-11-22 10:00,7.2,19.08
2020-11-22 10:02,7.23,19.98
2020-11-22 10:04,7.28,19.43
2020-11-22 10:06,7.34,20.61
2020-11-22 10:08,7.4,20.42
2020-11-22 10:10,7.43,20.15
2020-11-22 10:12,7.45,19.14
2020-11-22 10:14,7.48,19.62
2020-11-22 10:16,7.52,18.73
2020-11-22 10:18,7.57,18.86
2020-11-22 10:20,7.61,19.07
2020-11-22 10:22,7.67,18.36
2020-11-22 10:24,7.7,17.77
2020-11-22 10:26,7.79,21.65
2020-11-22 10:28,7.86,20.21
2020-11-22 10:30,7.96,44.25
2020-11-22 10:32,7.99,21.04
2020-11-22 10:34,8.07,21.09
2020-11-22 10:36,8.17,21.68
2020-11-22 10:38,8.32,24.68
2020-11-22 10:40,8.51,21.85
2020-11-22 10:42,8.67,32.24
2020-11-22 10:44,8.76,19.67
2020-11-22 10:46,8.77,19.63
2020-11-22 10:48,8.83,17.06
2020-11-22 10:50,8.89,17.5
2020-11-22 10:52,8.95,14.86
2020-11-22 10:54,9.04,17.09
2020-11-22 10:56,9.14,16.38
2020-11-22 10:58,9.23,18.11
2020-11-22 11:00,9.29,17.38
2020-11-22 11:02,9.32,17.5
2020-11-22 11:04,9.35,18.09
2020-11-22 11:06,9.38,18.12
2020-11-22 11:08,9.41,17.88
2020-11-22 11:10,9.4,17.42
2020-11-22 11:12,9.4,17.22
2020-11-22 11:14,9.37,17.42
2020-11-22 11:16,9.34,17.68
2020-11-22 11:18,9.3,17.09
2020-11-22 11:20,9.24,17.56
2020-11-22 11:22,9.16,17.31
2020-11-22 11:24,9.06,18.45
2020-11-22 11:26,8.93,19.9
2020-11-22 11:28,8.85,18.33
2020-11-22 11:30,8.71,18.17
2020-11-22 11:32,8.62,18.05
2020-11-22 11:34,8.51,17.84
2020-11-22 11:36,8.44,17.96
2020-11-22 11:38,8.36,17.99
2020-11-22 11:40,8.3,18.32
2020-11-22 11:42,8.18,18.71
2020-11-22 11:44,8.11,19.13
2020-11-22 11:46,8.03,17.38
2020-11-22 11:48,7.94,17.61
