Datetime,Ice_Temp
2020-11-22 17:20,988.792
2020-11-22 17:22,988.792
2020-11-22 17:25,988.792
2020-11-22 17:30,988.792
2020-11-22 18:00,988.792
2020-11-22 18:30,988.792
2020-11-22 19:00,988.792
2020-11-22 19:30,988.792
2020-11-22 20:00,988.792
2020-11-22 20:30,988.792
2020-11-22 21:00,988.792
2020-11-22 21:30,988.792
2020-11-22 22:00,988.792
2020-11-22 22:30,988.792
2020-11-22 23:00,988.792
2020-11-22 23:30,988.792
2020-11-23 00:00,988.792
2020-11-23 00:30,988.792
2020-11-23 01:00,988.792
2020-11-23 01:30,988.792
2020-11-23 02:00,988.792
2020-11-23 02:30,988.792
2020-11-23 03:00,988.792
2020-11-23 03:30,988.792
2020-11-23 04:00,988.792
2020-11-23 04:30,988.792
2020-11-23 05:00,988.792
2020-11-23 05:30,988.792
2020-11-23 06:00,988.792
2020-11-23 06:30,988.792
2020-11-23 07:00,988.792
2020-11-23 07:30,988.792
2020-11-23 08:00,988.792
2020-11-23 08:30,988.792
2020-11-23 09:00,988.792
2020-11-23 09:30,988.792
2020-11-23 10:00,988.792
2020-11-23 10:30,988.792
2020-11-23 11:00,988.792
2020-11-23 11:30,891.855
2020-11-23 12:00,875.93
2020-11-23 12:30,878.55
2020-11-23 13:00,873.711
2020-11-22 12:00,988.792
2020-11-22 12:07,3.592
2020-11-23 14:30,3.169
2020-11-22 12:00,3.579
2020-11-23 15:30,1.953
2020-11-23 16:00,1.529
2020-11-23 16:30,1.771
2020-11-23 17:00,0.28
2020-11-23 17:30,0.71
2020-11-23 18:00,0.73
2020-11-23 18:30,1.61
2020-11-23 19:00,2.396
2020-11-23 19:30,1.905
2020-11-27 09:30,1.63
2020-11-27 10:00,2.504
2020-11-27 10:30,2.208
2020-11-27 11:00,2.134
2020-11-27 11:30,2.504
2020-11-27 12:00,2.241
2020-11-27 12:05,2.12
2020-11-27 12:10,2.026
2020-11-27 12:15,2.685
2020-11-27 12:20,2.967
2020-11-27 12:25,2.994
2020-11-27 12:30,988.792
2020-11-27 12:35,988.792
2020-11-27 12:37,988.792
2020-11-27 12:37,988.792
2020-11-27 12:37,988.792
2020-11-27 12:37,988.792
2020-11-27 12:37,988.792
2020-11-27 12:37,988.792
2020-11-27 12:37,988.792
2020-11-27 12:37,988.792
2020-11-27 12:37,988.792
2020-11-27 12:38,988.792
2020-11-27 12:39,988.792
2020-11-27 12:40,988.792
2020-11-27 12:41,988.792
2020-11-27 12:42,988.792
2020-11-27 12:43,988.792
2020-11-27 12:43,988.792
2020-11-27 12:43,988.792
2020-11-27 12:43,988.792
2020-11-27 12:43,988.792
2020-11-27 12:43,988.792
2020-11-27 12:43,988.792
2020-11-27 12:44,988.792
2020-11-27 12:44,988.792
2020-11-27 12:44,988.792
2020-11-27 12:45,988.792
2020-11-27 12:46,988.792
2020-11-27 12:47,988.792
2020-11-27 12:47,988.792
